Physical Activity,Day,Date,Journal,,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,04/19/2025,studied,,,,,,,,,,,,,,,,,,,,,,,,
,Sunday,04/20/2025,studied,,,,,,,,,,,,,,,,,,,,,,,,
,Monday,04/21/2025,studied,,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,04/22/2025,studied,,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,04/23/2025,studied,,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,04/24/2025,studied,,,,,,,,,,,,,,,,,,,,,,,,
,Friday,04/25/2025,"studied, went to gallery and anis. cried a lot.",,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,04/26/2025,Went to burnaby and dropped everything. helped ansh. slept,,,,,,,,,,,,,,,,,,,,,,,,
,Sunday,04/27/2025,went to ubc. had mcds and shawarma bowl. emotional drama in the middle and stuff. dropped everything at anirudhs. dropped ani at her place. went with the boys. Had drinks and played board games. went  to anis late and had to face the repocussions. ,,,,,,,,,,,,,,,,,,,,,,,,
,Monday,04/28/2025,fought all morning. ordered lins chinese chicken. went to shivanks to give the key. then finished all the packing and went to hers. slpe t one last night. left ,,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,04/29/2025,"left. then went to marine and picked diya after packing. dropped the evo at the skytrain then went home with diya. Did some work for nana and nani, went to the jacuzzi with amit mama and he gave me some wisdom. Always care for other people. do it out of the goodness of your heart and people will be good to you",,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,04/30/2025,Went out with niyashri at night - Burnaby Lake then birdies then she dropped me back. Then at night went to jacuzzi. In the day I gor up at some time and did some packing. Then went with Amit Mama for a long walk. Then went to the mall and he got his haircut and I chilled. Then went home ,,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,05/01/2025,finished packing. spent some time with kavin kyan and mohit mama by playing cricket and basketbal. did some of anshs work. Left,,,,,,,,,,,,,,,,,,,,,,,,
TORONTO,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walked a lot,Friday,05/02/2025,"came toronto, unpacked really quickly, Had Shawarma from Tahanis, Momos for juicy dumpings, went to Craft (restaurant) and then watched you. First day with Ayush",,,,,,,,,,,,,,,,,,,,,,,,
Chest Tris bit of abs and walked a lot,Saturday,05/03/2025,"Got up 3:30ish. Did some protein powder digging. Then went grocery shoppoing, saw T&T and then went to Metro. Went back home then went to the Dollar Store. While coming back went to Sizzler Kabab - Indian Restaurant. Went gym then made chicken and had with bread. Made overnight oats",,,,,,,,,,,,,,,,,,,,,,,,
"back, biceps and bit of abs",Sunday,05/04/2025,"got up 2. immediately went and met nikki. had Mexican food, walked downtown - harbourfront, financial district, coffee from nova, walked back and saw suits kpmg building. showed nikki the building and came home. gym and ate chicken eggs and bread",,,,,,,,,,,,,,,,,,,,,,,,
legs and shoulders,Monday,05/05/2025,"got up and went to work, got tech and met interns. saw orientation and loved it. met disable canadian champion. went back home and hit legs.",,,,,,,,,,,,,,,,,,,,,,,,
rest,Tuesday,05/06/2025,"Had wfh, which was just basic set ups. left home at 3:30 and got shawarmas from flaming stove. cycled to ayushs and ate it, walked to ikea and got lamp, then ttced back home",,,,,,,,,,,,,,,,,,,,,,,,
chest and tris,Wednesday,05/07/2025,"Come to work and had meeting with Darryl, met rest of the team and was going through training doc, spoke to saood for CAI, and got it asap. had food with the team, got salad, went home and gymmed ",,,,,,,,,,,,,,,,,,,,,,,,
badminton and cycled and walked,Thursday,05/08/2025,"went to work and sat with andy next to cm team. helped shaz with a document, and went through data. worked to 5ish. then walked to recreation center, sat and went on phone, met a punjabi dash who briefed on pr, and then signed up badminton, went back home, changed and ate food quick then played badminton with ayush and cycled home.",,,,,,,,,,,,,,,,,,,,,,,,
hit back and bis,Friday,05/09/2025,"Worked at home, cooked chicken and brocolli, gymmed, helped shaz with meeting, met siddhi from 5:30 to 9",,,,,,,,,,,,,,,,,,,,,,,,
outside most of the day,Saturday,05/10/2025,"Got up close to 12, spoke to das and advaith from 12-2. slept for a bit. showered and then went to the art gallery with bhakti. Chilled till 5:30. Then went to ikea to figure out lamp situation.. Had a hotdog and 4 veg balls. Then got a biriyani, pretty alright. Sat in eaton mall and saw sidemen. Mall was huge!. Cycled back home and reached by 8. Did RBC Coding interview till 10.",,,,,,,,,,,,,,,,,,,,,,,,
hit legs and shoulders,Sunday,05/11/2025,"freshened up in the morning, showered, met riddhi and went to a hotpot place and walked a lot around yorkville. left by 5, came home and slept and chilled. was feeling really low because of life, spoke to advaith and then went to the gym and hit legs and shoulders. ended up barely sleeping. ",,,,,,,,,,,,,,,,,,,,,,,,
cooked food - chicken brocolli and oats,Monday,05/12/2025,Had townhall meeting from 1 or 2 to end of the day. Sad with wealth team and we had conversations about AI and went through the 6 prompts. Went back home and cooked food.,,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,05/13/2025,Went in person but was very sleepy and reached by 9:10ish. Was not getting good sleep. Met Ken after work and we walked from shake shack to analakshmi. Caught up a lot. But I was very sleepy. Then left after speaking to him and immediately fell asleep when I reached home.,,,,,,,,,,,,,,,,,,,,,,,,
Gymmed - chest and back,Wednesday,05/14/2025,"Worked from home the whole day. In the evening went to meet Ken, Got some beers and smirnoff ice cans with ken then went to Sheraton. Caught up with Ken and heard his whole story of his internship and stuff. Went back home and slept by 11:30ish",,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,05/15/2025,"Went to work, sat with Tim and William. Had a great time hearing Tim's stories. Learnt about his journey growing up and found it very interesting. Went to play badminton with Ayush. Met his girlfriend. She was very sweet and they had good chemistry. Played badminton and then went to Soham's place. Chilled with Ayush's friends till 12ish. Came back and good some food then slept.",,,,,,,,,,,,,,,,,,,,,,,,
gymmed - arms,Friday,05/16/2025,"Worked from home. Slept quite a bit. went to the gym and hit I think back. Went for intern hangout around 8ish. Wasn't too bad, just a bit disorganized. First went to rendezview and then the 5th. Met Andy and danced for a while until I got really bored and tired. Then went home and got some food. I think I got biriyani or popeyes. dont remember but had fun good change in hindsight.",,,,,,,,,,,,,,,,,,,,,,,,
gymmed - legs,Saturday,05/17/2025,"Got up and was a bit soar. Hit legs in the afternoon and spoke to manan for a while as well. Went for final destination 6, had earls and then left",,,,,,,,,,,,,,,,,,,,,,,,
Walked a LOT,Sunday,05/18/2025,"Went for wonderland the next day. Left at 11ish. Reached at 1ish. Had a bit of overnight oats. Reached there around 1:30ish. Had beavertale with Ahan. Went for some rides then had subway 18 dollars fr a 6 inch was mad. Then went on some more rides which were really fun. After that these guys had some karachi pizza food. Went back to ahans and some biriyani, ani called and said she got hospitalized. Spoke to her for a while and then slept",,,,,,,,,,,,,,,,,,,,,,,,
rest and started getting sick,Monday,05/19/2025,Got up sleep deprived a bit. Spoke to Ani until I met Nikki. Then met Nikki and had food had Koi Lipe. Really good food and I should take papa mama there. After that walked around and reached some sweet tooth restaurant and had strawberry thing. Then walked to my home and then I spoke to papa mama and slept,,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,05/20/2025,"Went to the office, andy came as well. Had a meeting with Shira and got to know more about the spark program. Did lot of research on the different departments and who to contact. Had a meeting with Zhiqin and Priyanka. Stayed in the office till 8:30ish. Did coffee chat requests to 8-9 people. Called ani before pita wrap time. Was just ok because she was getting annoyed at me doing work. I couldnt give focus to both of them simultaneously according to her. And she was getting sad by it. I felt not understood at that point because I wanted to speak to her and work but I don't think she was on board with. Lot of energy in my mind was going to making sure she was alright. I dont know if I just dont mind because I dont have much or I do mind but Im afraid to voice it out",,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,05/21/2025,"Stayed at home and slept for a good chunk of time. Was feeling pretty sick. I think I didnt eat enough the previous day. Maybe the chicken? Mau the wrap? Not sure. Then got chilli chicken fried rice that was pretty spicy as well and then was sweating a lot as well while eating. Dropped on my hoodie as well which I should wash asap. Went for the Baseball game with Ayush, Tej, and one more person. Then said bye to Ayush and went back home. Felt sick. It was also really cold outside. Raining and all that",,,,,,,,,,,,,,,,,,,,,,,,
lot on my phone,Thursday,05/22/2025,Went to work and was really sick. Sore throat and blocked nose. Zhiqin told me I dont have to come to office if Im not feeling well. Just had 1 sandwich during lunch and then straight to dinner and got keema paratha and chicken roll at 7:45ish. Spoke to Advaith for a while. Till like 9. Then slept and called Ani a lot until she called at 1. We spoke all the way till 6am. I think she understood where I was coming from. Still really not healthy and definitely sleep deprived.,,,,,,,,,,,,,,,,,,,,,,,,
lot on my phone,Friday,05/23/2025,Slept all day during office. Took meeting at 11. Then slept all day again. Got very very sick. Sore throat and everything. Ended up going out in the evening to get T&T groceries and Osmos which I think was a bad idea because it was really spicy. Ate then slept.,,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,05/24/2025,"Took rest basically whole day. Watched an episode of Osama bin ladin but was also a lot on my phone. Slept from 4:45 to 5:30 then got ready and left for movie. Reached there by 6:30 but was not feeling well. Coughed a lot during movie. Nice movie though honestly. Good entertainment. But 26 was too much for tickets wont lie. Anyway, came back home and got pasta and finished watching the Osama show. Again went a lot on my phone",,,,,,,,,,,,,,,,,,,,,,,,
,Sunday,05/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Monday,05/26/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,05/27/2025,Spoke to her in the evening a lot on 27 may,,,,,,,,,,,,,,,,,,,,,,,,
,Wednesday,05/28/2025,didnt have the best time at work i remember - couldnt sleep all night. spoke to will and kenchoni. Sleep deprived as hell,,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,05/29/2025,"Went to 2 cats with Will, Francesco, Kenchoni. IT WAS SOO COOL AND DIFFERENT AND IN HIGHSIGHT AMAZING. Got shawarma and had a few drinks there. Great time.",,,,,,,,,,,,,,,,,,,,,,,,
I think I gymmed? idts,Friday,05/30/2025,"Worked from home. Met Mansoor in the evening. Went to free play then went to dundas and there was a concert happening. Had dinner at Nene chicken, came back and played some table tennis. Dont remember order but sm like that. Had good conversations. Meet him over the week.",,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,05/31/2025,"champtions league game, mizica ice cream. Wingstop, lot of fifa at night",,,,,,,,,,,,,,,,,,,,,,,,
Played badminton,Sunday,06/01/2025,"Went for badminton alone. Then called sarang and spoke to him about his date. He gave me some really good advice. Really solid. I came home then and cooked some good chicken, pasta and oats.",,,,,,,,,,,,,,,,,,,,,,,,
,Monday,06/02/2025,"Went to work, andy was there too. We checked the gym together. I was going through a lot and I mean A LOT OF STRESS. All I could think about was her. I was so confused and perplexed. I spoke about it for hours with ria, advaith, mama. I got the clarity that I needed. Even ahmed helped me out and told me his perspective. I knew what I wanted deep inside. I just kept trying to think of the bad times. And in fact, it really still wasn't enough to get me over her. If that conversation went the way I was feeling it could maybe shift while speaking to her, I would be in such a different place. But the fact is that when she said those things, I felt so so bad. I was heart broken because I put every dying thought into her and that relationship and we spoke for hours and hours and for tosay all that was just the nail in the coffin I needed. I didn't have the courage but I'm glad that I could feel it from her side as well. I needed to get out of it so bad. Oh got. It was so painful. So so painful. The journey of the end. Post that I've really been feeling better. I've been feeling relaxed, in peace knowing my desicion was truly correct because now she doesn't exist in my head as a possibility and that's just so relieving. I just know how wrong I would be doing myself. And I am not scared to admit that I was so scared to leave. I lacked the courage, but had the willingness to get through with it. I just keep imagining my life with her and it wouldn't be happy and the love I comprehend love to be. SO yeah, I am really happy. Also got a haircut and walked so much downtown with Andy. Got a good cream as well which I have used since then.",,,,,,,,,,,,,,,,,,,,,,,,
gymmed back and bis,Tuesday,06/03/2025,slept and worked from home. Gymmed in the evening,,,,,,,,,,,,,,,,,,,,,,,,
Gymmed - Chest and Tris,Wednesday,06/04/2025,Went to the office at 9. Sat with Shaz. Spoke a lot about music with him that day. I kind of had lot of work. Had a meeting with Nissar and got my prompt posted. Then had a standup meeting with the team have to go over tods and toes. Get all your questions answered on that asap. Went to the gym and got my free trial done. Cycled back home,,,,,,,,,,,,,,,,,,,,,,,,
Gymmed - Tabata with T ,Thursday,06/05/2025,"Went to the office. Reached at 8:40 am. Worked on CIBCAI with Nissar. Went to the gym - class from 12:15 to 1:15. Did Tabata. Was very energized after working out. Had a meeting with Kay for SPARK as well and got updated on it. Worked till 5pm Sent some coffee chats and then went to Warehouse. Had a good time connecting with the interns. Took a train and walked quite a bit to meet Nilabh. Then walked all the way back home. I was kind of pissed because I went all the way to his place. Like Dawood Picked me up, we got some smirnoff and I barely felt welcomed. I didn't like that he was late for me. I didn't like how he got so mad. I slept the night there to hang out with dawood. I most definitely did not feel the most comfortable.",,,,,,,,,,,,,,,,,,,,,,,,
Gymmed - Strength training and Pilates,Friday,06/06/2025,"Got up at 7, dawood dropped me home. Very sweet of him. We spoke in the car and he said he'd love to meet and stuff. I should plan something with him. He seems driven and smart and he loves his trading. I am trying to getinot it o I should connect with him and learn what he has to offer. Maybe meet halfway or something you know. Anyway, slept till 11. Got up and went to the gym class then had a meeting with priyanka for a solid hour or bit more. Then was sooo tired that around 5 I slept literally in the welness room which was honestly quite relaxing. After that cycled and got chik fil a, then went to the 25th, ate and watched department q, and the oilers panthers game. After that, met some arabs and spoke to them for a long time till I said bye. Remember the name Ibrahim -  he was nice.",,,,,,,,,,,,,,,,,,,,,,,,
Gymmed - back bis and jogged,Saturday,06/07/2025,"Got up and had overnight oats I think? Had chicken tikka roll at housefull 5 with Ayush and Nikki. I was feeling a bit shy and conscious with them. I don't know why. I guess it was just that I was operating with people in completely different wavelenghts. You know. But I guess I was struggling to find a way to ensure that I am part of the conversation. I don't want to look stupid. I want to look like I am good at conversationsl. I have to be more patient, positive, and listen better. I have to be more receptive to conversations from their side. Take time and think of your answer. Don't just rush to conculsions you know. Went for grocery shopping with ayush and spoke a bit about ani with him. Try keeping most of it on the down low. It's not for him to hear. Say it with people you are comfortable with.  Biked back home. Instatly went to the gym and went for a shirtless jog which was soo much fun! Ended up playing monopoly till pretty late actually which was quite surprising considering I was also so in the mood to just sleep in. But it is what it is. Quite fun but remember don't over hangout. Keep it at a decent level. This summer is big for you. If you're doing something with them, do something fun - something you also want to do. Like today was amazing because you would also want to check it out yourself you know. Do that type of fun.",,,,,,,,,,,,,,,,,,,,,,,,
Rest ,Sunday,06/08/2025,"Got up, ate oats, did crwr assignment, slept again. got bike share membership for the summer which I honestly should have done a lot earlier. Anyway, went to the little portugal side. I also noticed that I got pretty nervous again this time in the beginning when I met that girl. Why? I'm not entirely sure. I get pretty nervous when I first meet people nowadays. Or I also guess it depends on my mood. Get that feeling out of your mind.Remember no one is permanent and how you act is completely valid. Be kind, funny, light hearted, and loving. THAT'S IT. Life is that simple. Had a hot dog, chicken samosa, got hot sauce in the toronto night market. Lots of fun. Made pasta washed clothes and ironed a pair for tomorrow.",,,,,,,,,,,,,,,,,,,,,,,,
Gymming - back bis and cycled 30 mins,Monday,06/09/2025,,,,,,,,,,,,,,,,,,,,,,,,,
Gymming - Chest and Tris,Tuesday,06/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,
Gymming - Legs,Wednesday,06/11/2025,,,,,,,,,,,,,,,,,,,,,,,,,
Gymming - Chest,Thursday,06/12/2025,"Did Chest with Will and met Amit mama after work. Was honestly extremely nervous as always and didn't know what to say. That big uncle made fun of me and I didnt take it well. Had really good indian food in the night, angara but was EXTREMELY SLEEPY.",,,,,,,,,,,,,,,,,,,,,,,,
Rest ,Friday,06/13/2025,Had a coffee chat with head of etfs- rob. It went pretty good and he gave me some great advice. Try to use AI in the industry..,,,,,,,,,,,,,,,,,,,,,,,,
Gymming - Full body,Saturday,06/14/2025,"Was at home and did some work in the morning, I think course work. Met Ayush and gymmed well. Then went to winners, got clothes, and went back home, got ready for the cruise and went. Had Biriyani in the night while watching ae dil hai mushkil.",,,,,,,,,,,,,,,,,,,,,,,,
Lots of walking and Biking,Sunday,06/15/2025,"Met Hamdan in the morning and had shelbys shawarma half. Then went for viewing and then had jerk chicken. Met Siddhi in the evening and we walked around, got shitty chicken wings and fries, biked and sat in grass and spoke for a long time. then said bye and came back home",,,,,,,,,,,,,,,,,,,,,,,,
Rest ,Monday,06/16/2025,"In the morning, had a meeting with Shaz for the RFIs. Post that, I dont even remember. I spoke to papa mama and did a lot of facebook marketplace digging. Then I slept in the afternoon for an hour. Then I had a meeting at 2pm for IA project where we discussed on things we can do to improve the process of onboarding. I then ate food and watched sidemen and then slept from 5 to 6:15 only to wake up to advaiths call. Went Grocery Shopping, cooked chicken pasta and overnight oats, went for a viewing all the way to queen and parliment",,,,,,,,,,,,,,,,,,,,,,,,
Gymming - Back and bis,Tuesday,06/17/2025,"Woke up around 7:30, had overnight oats and went to work. Did Shaz and Priyanka meeting, Zhiqin meeting, had lunch with Andy, pasta and chicken, met Ashley Yu, worked on Jaclyn coffee chat.Gymmed then cycled then watched oilers game with Mansoor and his friend Carlos. Ate chicken pasta and factor meal plan thing. Spoke to Advaith while coming back home",,,,,,,,,,,,,,,,,,,,,,,,
Gymming - Strength Training,Wednesday,06/18/2025,"Worked and then went strength training. Then came back home and watched oilers came with Mansoor and Carlos, slept around 11",,,,,,,,,,,,,,,,,,,,,,,,
Gymmed - Chest and Tris,Thursday,06/19/2025,"Worked in the day till 2 pm. Watched the baseball game afteroffice. Sat with Darryl, Flevin, Elizabeth and her husband. Went to Analakshmi and had food. Went to the gym after.",,,,,,,,,,,,,,,,,,,,,,,,
Gym - Strength Training and walked a lot,Friday,06/20/2025,"Had the SLA Event in the morning, after that gymmed for an hour. Then did the mentor and mentee thing where I was the mentor. Was extremely hungry and tired. Came back home, had shawarma and spoke to advaith for an hour. Then had a factor meal plan and slept",,,,,,,,,,,,,,,,,,,,,,,,
Gym - Back Bis Abs,Saturday,06/21/2025,"Watched We were Liars, Went to the gym with Mansoor. Came back ate food and got ready. Went with Arav and his friends to the Pool Party, got pretty tipsy, 3 people puked. Went back and spoke to sarang for 2 hours, sat on 25th for a while then went back home, and watched we were liars at night",,,,,,,,,,,,,,,,,,,,,,,,
rest,Sunday,06/22/2025,,,,,,,,,,,,,,,,,,,,,,,,,
"chest, shoulders, tris, abs",Monday,06/23/2025,gymmed with andy after work. Was really good. Went and checked out headphones after that,,,,,,,,,,,,,,,,,,,,,,,,
back bis abs,Tuesday,06/24/2025,"worked, gymmed, watched sitare zameen par and how to train your dragon. came back and slept. Took a burger inside the cinema and then also got nachos. Not too healthy",,,,,,,,,,,,,,,,,,,,,,,,
hiit workout,Wednesday,06/25/2025,worked then went to mr. fish in the evening and had food there. spoke to adeesh on call for a while,,,,,,,,,,,,,,,,,,,,,,,,
"chest, shoulder, glutes",Thursday,06/26/2025,"Went to office and sat on 33rd then went to sit next to andy. I shouldn't have done that and just continued to sit on the 33rd away from all the interns. Will then came and kept bugging me with ways to break into commerical banking. I kept giving in by asking questions and stuff. I kept trying to prove him wrong or like actually analyze the correctness of what he was saying and not taking his word for it because I didnt believe it. In the process I wasted a lot of my time and I actually had work to do. We then went for food and it was the most annoying and ego-centric conversation I have ever had. It just felt cold and I didn't feel comfortable. Next time just  put a smile on your face agree and move on. You have to act fake this is a professional organization where it's important to maintain professional relationships. So keep on that. Then after that I vented out to gurjot and atharva at bar sugo and then actually listened and were giving advice and agreed with me. They are your friends. Not that idiot of a guy william or ramalie or anyone. After work its out of site so always focus on your work and what you are doing. Remember, this is an internship for you to learn and work. Not waste time with knuckleheads like him. You have to conventrate and put your head down at work.",,,,,,,,,,,,,,,,,,,,,,,,
"rest, lot of walking and partying",Friday,06/27/2025,"met shubham after work, talked about my relationship and he told me about the acting world. Then met Tanisha and then adeesh.  Went for intern party at night. then came back and watched a movie. slept around 5am",,,,,,,,,,,,,,,,,,,,,,,,
"rest, lot of walking and partying",Saturday,06/28/2025,"got up yesterday around 12, let around 2ish. Then went downtown to yonge dundas. Had papdi chaat, walked to thrift store (black market vintage), had a chik fil a burger and got an ice cream. walked back home and slept in the hammock till 9:30. got ready and left to the party.  walked all the way to Valerie from circle k.  partied in the rooftop. ubered to ayush's friends place. then chilled there till 4am. went back home ordered biriyani and slept",,,,,,,,,,,,,,,,,,,,,,,,
sick,Sunday,06/29/2025,"suuper tired the whole day slept and was a bit sick. walked to tahinis, then uoft. went to mansoors played some fifa then slept.",,,,,,,,,,,,,,,,,,,,,,,,
sick,Monday,06/30/2025,was super tired and slept mostly whole time at work. Went for badminton then well. girl asked me out??. came back home and played a bit at mansoors. adeesh took my wallet. had to go get it back at 1:30am. was shivering sick at night ,,,,,,,,,,,,,,,,,,,,,,,,
sick,Tuesday,07/01/2025,moved in the day with ayush's help. went and ate with shubham. came back got so sick and vomitted. had medicine and ordered khichdi,,,,,,,,,,,,,,,,,,,,,,,,
sick,Wednesday,07/02/2025,"worked from home. stayed home whole day because extremely sick. binged squid games, slept early, prepared for next day chats.",,,,,,,,,,,,,,,,,,,,,,,,
,Thursday,07/03/2025,"went to office, scotiatower. met sally and had a great chat. have to speak with that girl. had coffee chat with Patricia horgan and Rob taylor. worked on ToDs for a bit too. had a chat with priyanka and nissar. came back home and watched squid games. had one more tylenol. got pav bhaji and chicken tikka masala that day. watched squid games till late.",,,,,,,,,,,,,,,,,,,,,,,,
,Friday,07/04/2025,"worked from home. got up 9:30 and worked bit on ToD. had a planning meeting, then meeting with priyanka for info-sec. did some da work to get m drive. slept from 4-8pm. went to yonge, got pasta to go then watched squid games and interstellar. slept",,,,,,,,,,,,,,,,,,,,,,,,
,Saturday,07/05/2025,"Lunch with Nikki and koko Korean food. tasty. walked around yorkville. came back and watched superbad... dawood came and we got food, walked through yongue and bay then biked back home. ",,,,,,,,,,,,,,,,,,,,,,,,
Biked 30 minutes to union,Sunday,07/06/2025,Got up in the morning and had half a shawarma. Don't know what I was exactly doing. Was also doing office work - ToDs etc. Then decided to get out and bike. Biked to union then took the go train to airport. Good thing I just decided to go to the airport rather than chill in CIBC. In the train I was just thinking and thinking deep about the relationship I think? Also excited to meet papa mama. Then decided I needed to pay my credit card bill so I did that. Then papa mama came and I was soo happy seeing them. We then came home and relaxed. Didn't take them out anywhere. For dinner had biriyani,,,,,,,,,,,,,,,,,,,,,,,,
Jogged 3k and did 2 ab exercises ,Monday,07/07/2025,Got up and did lot of work. Worked on ToD then had some powerBI meetings. Just lots of work. Had dal and chicken in the evening. Then had a great meeting with Andrew Lee who said he could give me an opprtunity early next year and to follow up with him in the 3-6 months. I'll probably meet him sometime for a coffee or dinner or something for sure. Ayush came in the evening and took his food. We then took the subway and walked to yongue dundas and then walked to union side. We then took the subway back home..,,,,,,,,,,,,,,,,,,,,,,,,
"Abs, bit of pushups at home",Tuesday,07/08/2025,"Lot of work throughout morning. Mama made CHICKEN CURRY!!! Meetings with Shaz, Will, finished ToD. Got a bit into sampling. After work, went and bought Headphones!! Sony WH1000 XM4ssss. Then went to harbourfront and watched the ocean and walked around there. Then came back through union and packed some food. Then, went to metro and did some grocery shopping. Then worked out a bit and now heading to bed",,,,,,,,,,,,,,,,,,,,,,,,
20-30 minute HIIT at home,Wednesday,07/09/2025,Went to office in person. Was very busy. Did sampling and worked on PowerBI thing a bit. Left work by 5:45. Met papa mama and went to St. Lawrence Market and walked around and got some food from bulk barn. Got some cheese and had booster juice. Came back home and went for jog. Had bit of thaali for dinner. We went to DESI in Union. We also saw a park and went to london drugs and got sun screen and hair serum. Had lots fun and was jam packed.,,,,,,,,,,,,,,,,,,,,,,,,
Jogged outside in the park - Shooting,Thursday,07/10/2025,"Went to office and worked with Will for a bit. Then attended meeting for standup with Darryl in it. After that went for the commerical. I changed on the 5th floor and then biked to 711 Lakeshore. Finally checked out harbourfront properly. Then met some people there. Met a guy who  was coming from china and was a comedian there. He's now here doing commercials and stuff. Met another guy who runs a business as a math teacher and has a team. Then met this guy yash who's into commercials and stuff as well. I GOT SO MANY OPPORTUNITIES FOR THE RUN. IMAGINE, you were at the back, then you ran really well on that first take, they then brought you to the FRONT. After that, I even got selected as that really cool gig where I was paired up with that girl who was filled with energy and I was actually jawstruck. A bit nervous for sure but confident that when the moment comes I can do it! AND I DID. I was super energetic. I was literally in the front throughout and was so shocked that I WAS HIM. Never thought I would get such an opportunity and im so blessed. Very few people get to act in commercials backstage and very few get the expererience I did. Food was also really good and got extremely tired by the end of it.",,,,,,,,,,,,,,,,,,,,,,,,
rest,Friday,07/11/2025,"Went to work and saw SPARK. After SPARK, met Andy and had some sandwiches. Then, did SPARK networking. After that went home. Walked bit with Andy then went home by bike. Slept till 8:30. Met shubham and tanisha at Craft and had some highballs. Met Nandini and Sonal as well and found them pretty fun. My type of people for sure. They left and then we went for the houseparty. Met Nikhil and he KEPT referring me as Junior. But it's fine. Danced a lot and reached home by like 5am. Slept and left to London. Had little bit of dal and slept",,,,,,,,,,,,,,,,,,,,,,,,
London,Saturday,07/12/2025,"Got up and got enterprise car. Sandwiches on the way and then reached London. Amazing drive, very very green. Had curry chaval and pasta hummus for lunch and dinner",H,,,,,,,,,,,,,,,,,,,,,,,
Back and bis building gym,Sunday,07/13/2025,"Hey, you're now within your mind. you're free to speak and feel. You are who you are here. But to provide yourself with some direction, let's talk about your observations of their livelihood and your views of their life and how/what you want and expect from your journey. I predominantly want to live in the city because I need people. Why? I actually don't like a lot of types of people. And I really have the choice to avoid these people. I feel like in the process of meeting so many people, you sort of forget how to speak for yourself and how you feel truly and deeply. You can never be your full self with those people because there is a chance of them of leaving. I feel like the issue is you somewhat in a very deep level are looking for validation from people. you want to be liked, in the office or outside office to some extent. And you're scared that if they don't like you and you don't like them, the world will fall apart. In the process of that, you mask what you really want to say and feel at some points. I remember that in the past, I didn't think twice who I was speaking to, I just was so open. and the people who like you and you like will attract eventually.  Remember that your connection with other people should not define how you feel. Their reaction to what you say should not define how you feel. I am permanent and I KNOW who I AM. That is all and all that matters",,,,,,,,,,,,,,,,,,,,,,,,
,Monday,07/14/2025,"Worked from home and then biked with mama papa to spadina through queens park, showed them where I stay and then walked from spadina to bay and found this hotpot place which was really good. Ate there happily and then tried biking back but mama got very tired. walked the rest back. ",,,,,,,,,,,,,,,,,,,,,,,,
,Tuesday,07/15/2025,Nikki came over at 6 and spoke to her for a long time till 10. Watched bit of the spy movie too and then I slept. Had to finish national office and finished it by the next day.,,,,,,,,,,,,,,,,,,,,,,,,
Biked bike and up but injured my calf,Wednesday,07/16/2025,"Infosec meeting with Priyanka and Carren to present to Carren along with RFIs. Had 1:1 with Darryl and it went pretty well. SPARK, and my coffee chats, research asset management part also told him about my meetings with Andrew Lee and Matthew. Got Protein Powder on the way back but pulled my calf in the minor accident. slept kinda early that day? around 10ish and got up 7:30ish next day.",,,,,,,,,,,,,,,,,,,,,,,,
"Gymmed, back and bis, abs",Thursday,07/17/2025,"Went to in the office, took the subway, and reached work around 9:20 and sat on the long table. Worked on sampling templates, ramalie was sitting beside me for a bit then I left to the room 3409 and worked there. Finished it eventually and met Svetlana and she briefer me on what she wants to be done. Left the office and took the subway to dundas, got off and took shawarma at shelbys. Went back home and gymmed, then had shawarma",,,,,,,,,,,,,,,,,,,,,,,,
"Gymmed, chest and tris",Friday,07/18/2025,"Worked from home yesterday. Had a meeting with shaz at 9:30 regarding approach for population completeness check.  After that, had a meeting with Rima Dasgupta, went extremely well and told me to: - put on my linkedin about SPARK program, keep my connection with whoever I coffee chatted with, keep reaching out to people within the organization. CIBC Asset Management is growing. Then had a standup, then short meeting with shaz clarifying responsibility. Had ToE walkthough and then kinda took it bit chill after 2. Sent some coffee chats after then went to the gym. Met Gurjyot and Atharva at Snakes and Lattes. Had lot of fun - played different board games and had fun. Dropped the suitcase off. Biked back home and had 1 maggi and 2 eggs",,,,,,,,,,,,,,,,,,,,,,,,
